,date,country,price
11817,2014-06-30,New Zealand,5.38
11818,2014-06-30,Peru,11.88
11819,2014-06-30,Philippines,7.55
11820,2014-06-30,Poland,1.35
11821,2014-06-30,Portugal,6.26
11822,2014-06-30,Romania,-4.42
11823,2014-06-30,Serbia,6.02
11824,2014-06-30,Russia,-6.0
11825,2014-06-30,Sweden,8.7
11826,2014-06-30,Singapore,-4.84
11827,2014-06-30,Slovenia,-10.35
11828,2014-06-30,Slovak Republic,1.25
11829,2014-06-30,Thailand,2.86
11830,2014-06-30,Turkey,3.89
11831,2014-06-30,United States,4.48
11832,2014-06-30,Euro area,-0.31
11833,2014-06-30,South Africa,0.78
11834,2014-09-30,Emerging market economies,1.06
11835,2014-09-30,Advanced economies,2.2
11836,2014-09-30,United Arab Emirates,24.14
11837,2014-09-30,Austria,0.69
11838,2014-09-30,Australia,6.32
11839,2014-09-30,Belgium,-0.94
11840,2014-09-30,Bulgaria,2.59
11841,2014-09-30,Brazil,-0.47
11842,2014-09-30,Canada,3.31
11843,2014-09-30,Switzerland,1.72
11844,2014-09-30,Chile,1.36
11845,2014-09-30,China,-1.3
11846,2014-09-30,Colombia,5.74
11847,2014-09-30,Cyprus,-7.71
11848,2014-09-30,Czech Republic,2.15
11849,2014-09-30,Germany,2.26
11850,2014-09-30,Denmark,2.64
11851,2014-09-30,Estonia,13.87
11852,2014-09-30,Spain,0.61
11853,2014-09-30,Finland,-1.58
11854,2014-09-30,France,-1.74
11855,2014-09-30,United Kingdom,7.34
11856,2014-09-30,Greece,-6.31
11857,2014-09-30,Hong Kong SAR,1.42
11858,2014-09-30,Croatia,-1.68
11859,2014-09-30,Hungary,4.64
11860,2014-09-30,Indonesia,2.08
11861,2014-09-30,Ireland,19.49
11862,2014-09-30,Israel,5.23
11863,2014-09-30,India,6.93
11864,2014-09-30,Iceland,6.39
11865,2014-09-30,Italy,-3.78
11866,2014-09-30,Japan,-2.22
11867,2014-09-30,Korea,0.39
11868,2014-09-30,Lithuania,9.99
11869,2014-09-30,Luxembourg,4.35
11870,2014-09-30,Latvia,9.93
11871,2014-09-30,Morocco,0.31
11872,2014-09-30,"Macedonia, FYR",2.51
11873,2014-09-30,Malta,0.24
11874,2014-09-30,Mexico,-0.01
11875,2014-09-30,Malaysia,5.66
11876,2014-09-30,Netherlands,0.35
11877,2014-09-30,Norway,1.3
11878,2014-09-30,New Zealand,3.71
11879,2014-09-30,Peru,3.8
11880,2014-09-30,Philippines,6.06
11881,2014-09-30,Poland,1.38
11882,2014-09-30,Portugal,5.48
11883,2014-09-30,Romania,-3.12
11884,2014-09-30,Serbia,3.12
11885,2014-09-30,Russia,-5.69
11886,2014-09-30,Sweden,10.53
11887,2014-09-30,Singapore,-4.85
11888,2014-09-30,Slovenia,-5.13
11889,2014-09-30,Slovak Republic,1.37
11890,2014-09-30,Thailand,3.76
11891,2014-09-30,Turkey,5.47
11892,2014-09-30,United States,3.6
11893,2014-09-30,Euro area,0.32
11894,2014-09-30,South Africa,-0.04
11895,2014-12-31,Emerging market economies,0.35
11896,2014-12-31,Advanced economies,2.42
11897,2014-12-31,United Arab Emirates,13.09
11898,2014-12-31,Austria,1.02
11899,2014-12-31,Australia,4.95
11900,2014-12-31,Belgium,1.1
11901,2014-12-31,Bulgaria,3.44
11902,2014-12-31,Brazil,-1.93
11903,2014-12-31,Canada,3.51
11904,2014-12-31,Switzerland,1.23
11905,2014-12-31,Chile,2.33
11906,2014-12-31,China,-4.88
11907,2014-12-31,Colombia,4.07
11908,2014-12-31,Cyprus,-7.38
11909,2014-12-31,Czech Republic,3.28
11910,2014-12-31,Germany,3.81
11911,2014-12-31,Denmark,3.8
11912,2014-12-31,Estonia,10.59
11913,2014-12-31,Spain,2.27
11914,2014-12-31,Finland,-1.41
11915,2014-12-31,France,-2.61
11916,2014-12-31,United Kingdom,7.56
11917,2014-12-31,Greece,-3.77
11918,2014-12-31,Hong Kong SAR,6.53
11919,2014-12-31,Croatia,-1.47
11920,2014-12-31,Hungary,9.19
11921,2014-12-31,Indonesia,-0.18
11922,2014-12-31,Ireland,17.92
11923,2014-12-31,Israel,5.11
11924,2014-12-31,India,12.35
11925,2014-12-31,Iceland,4.78
11926,2014-12-31,Italy,-3.72
11927,2014-12-31,Japan,-1.9
11928,2014-12-31,Korea,1.1
11929,2014-12-31,Lithuania,5.24
11930,2014-12-31,Luxembourg,5.15
11931,2014-12-31,Latvia,-5.01
11932,2014-12-31,Morocco,-2.03
11933,2014-12-31,"Macedonia, FYR",-0.38
11934,2014-12-31,Malta,5.02
11935,2014-12-31,Mexico,0.9
11936,2014-12-31,Malaysia,5.7
11937,2014-12-31,Netherlands,1.12
11938,2014-12-31,Norway,3.69
11939,2014-12-31,New Zealand,5.54
11940,2014-12-31,Peru,8.6
11941,2014-12-31,Philippines,6.23
11942,2014-12-31,Poland,1.99
11943,2014-12-31,Portugal,2.32
11944,2014-12-31,Romania,-1.14
11945,2014-12-31,Serbia,2.34
11946,2014-12-31,Russia,-6.14
11947,2014-12-31,Sweden,10.64
11948,2014-12-31,Singapore,-4.01
11949,2014-12-31,Slovenia,-4.29
11950,2014-12-31,Slovak Republic,3.45
11951,2014-12-31,Thailand,5.32
11952,2014-12-31,Turkey,6.44
11953,2014-12-31,United States,3.65
11954,2014-12-31,Euro area,0.75
11955,2014-12-31,South Africa,0.52
11956,2015-03-31,Emerging market economies,-0.7
11957,2015-03-31,Advanced economies,3.56
11958,2015-03-31,United Arab Emirates,-2.3
11959,2015-03-31,Austria,2.73
11960,2015-03-31,Australia,5.52
11961,2015-03-31,Belgium,0.9
11962,2015-03-31,Bulgaria,2.75
11963,2015-03-31,Brazil,-4.77
11964,2015-03-31,Canada,4.11
11965,2015-03-31,Switzerland,2.91
11966,2015-03-31,Chile,4.1
11967,2015-03-31,China,-6.78
11968,2015-03-31,Colombia,2.59
11969,2015-03-31,Cyprus,-4.95
11970,2015-03-31,Czech Republic,3.37
11971,2015-03-31,Germany,4.94
11972,2015-03-31,Denmark,6.81
11973,2015-03-31,Estonia,9.06
11974,2015-03-31,Spain,2.59
11975,2015-03-31,Finland,-0.18
11976,2015-03-31,France,-1.83
11977,2015-03-31,United Kingdom,6.72
11978,2015-03-31,Greece,-1.78
11979,2015-03-31,Hong Kong SAR,13.54
11980,2015-03-31,Croatia,-1.41
11981,2015-03-31,Hungary,10.36
11982,2015-03-31,Indonesia,-0.26
11983,2015-03-31,Ireland,17.61
11984,2015-03-31,Israel,4.96
11985,2015-03-31,India,11.62
11986,2015-03-31,Iceland,8.22
11987,2015-03-31,Italy,-3.32
11988,2015-03-31,Japan,0.04
11989,2015-03-31,Korea,1.5
11990,2015-03-31,Lithuania,6.12
11991,2015-03-31,Luxembourg,7.05
11992,2015-03-31,Latvia,-6.53
11993,2015-03-31,Morocco,5.15
11994,2015-03-31,"Macedonia, FYR",2.81
11995,2015-03-31,Malta,1.98
11996,2015-03-31,Mexico,1.78
11997,2015-03-31,Malaysia,8.48
11998,2015-03-31,Netherlands,2.41
11999,2015-03-31,Norway,5.14
12000,2015-03-31,New Zealand,8.83
12001,2015-03-31,Peru,5.24
12002,2015-03-31,Philippines,7.38
12003,2015-03-31,Poland,3.25
12004,2015-03-31,Portugal,0.91
12005,2015-03-31,Romania,2.12
12006,2015-03-31,Serbia,4.82
12007,2015-03-31,Russia,-9.62
12008,2015-03-31,Sweden,11.55
12009,2015-03-31,Singapore,-3.52
12010,2015-03-31,Slovenia,-1.02
12011,2015-03-31,Slovak Republic,5.72
12012,2015-03-31,Thailand,7.03
12013,2015-03-31,Turkey,9.4
12014,2015-03-31,United States,5.11
12015,2015-03-31,Euro area,1.58
12016,2015-03-31,South Africa,1.03
12017,2015-06-30,Emerging market economies,-1.66
12018,2015-06-30,Advanced economies,3.91
12019,2015-06-30,United Arab Emirates,-11.76
12020,2015-06-30,Austria,0.42
12021,2015-06-30,Australia,8.16
12022,2015-06-30,Belgium,1.44
12023,2015-06-30,Bulgaria,2.25
12024,2015-06-30,Brazil,-7.08
12025,2015-06-30,Canada,4.58
12026,2015-06-30,Switzerland,3.06
12027,2015-06-30,Chile,5.09
12028,2015-06-30,China,-7.18
12029,2015-06-30,Colombia,5.05
12030,2015-06-30,Cyprus,-3.03
12031,2015-06-30,Czech Republic,3.07
12032,2015-06-30,Germany,3.93
12033,2015-06-30,Denmark,5.97
12034,2015-06-30,Estonia,10.55
12035,2015-06-30,Spain,4.28
12036,2015-06-30,Finland,-0.08
12037,2015-06-30,France,-2.37
12038,2015-06-30,United Kingdom,5.28
12039,2015-06-30,Greece,-2.89
12040,2015-06-30,Hong Kong SAR,17.45
12041,2015-06-30,Croatia,-4.52
12042,2015-06-30,Hungary,12.51
12043,2015-06-30,Indonesia,-1.04
12044,2015-06-30,Ireland,12.8
12045,2015-06-30,Israel,5.32
12046,2015-06-30,India,8.97
12047,2015-06-30,Iceland,6.21
12048,2015-06-30,Italy,-2.87
12049,2015-06-30,Japan,1.97
12050,2015-06-30,Korea,2.38
12051,2015-06-30,Lithuania,4.19
12052,2015-06-30,Luxembourg,4.88
12053,2015-06-30,Latvia,-5.37
12054,2015-06-30,Morocco,-2.3
12055,2015-06-30,"Macedonia, FYR",0.85
12056,2015-06-30,Malta,2.2
12057,2015-06-30,Mexico,3.35
12058,2015-06-30,Malaysia,4.85
12059,2015-06-30,Netherlands,1.65
12060,2015-06-30,Norway,4.3
12061,2015-06-30,New Zealand,10.8
12062,2015-06-30,Peru,-3.3
12063,2015-06-30,Philippines,8.23
12064,2015-06-30,Poland,1.95
12065,2015-06-30,Portugal,2.2
12066,2015-06-30,Romania,2.87
12067,2015-06-30,Serbia,3.64
12068,2015-06-30,Russia,-11.09
12069,2015-06-30,Sweden,13.24
12070,2015-06-30,Singapore,-3.27
12071,2015-06-30,Slovenia,4.23
12072,2015-06-30,Slovak Republic,5.67
12073,2015-06-30,Thailand,3.41
12074,2015-06-30,Turkey,10.49
12075,2015-06-30,United States,5.74
12076,2015-06-30,Euro area,1.14
12077,2015-06-30,South Africa,0.62
12078,2015-09-30,Emerging market economies,-0.97
12079,2015-09-30,Advanced economies,4.11
12080,2015-09-30,United Arab Emirates,-14.31
12081,2015-09-30,Austria,3.09
12082,2015-09-30,Australia,9.06
12083,2015-09-30,Belgium,2.0
12084,2015-09-30,Bulgaria,2.1
12085,2015-09-30,Brazil,-9.22
12086,2015-09-30,Canada,5.11
12087,2015-09-30,Switzerland,2.99
12088,2015-09-30,Chile,5.39
12089,2015-09-30,China,-4.76
12090,2015-09-30,Colombia,4.85
12091,2015-09-30,Cyprus,-0.85
12092,2015-09-30,Czech Republic,3.76
12093,2015-09-30,Germany,4.22
12094,2015-09-30,Denmark,6.36
12095,2015-09-30,Estonia,4.49
12096,2015-09-30,Spain,4.92
12097,2015-09-30,Finland,0.34
12098,2015-09-30,France,-1.55
12099,2015-09-30,United Kingdom,5.35
12100,2015-09-30,Greece,-4.06
12101,2015-09-30,Hong Kong SAR,13.85
12102,2015-09-30,Croatia,-2.43
12103,2015-09-30,Hungary,15.58
12104,2015-09-30,Indonesia,-1.52
12105,2015-09-30,Ireland,7.32
12106,2015-09-30,Israel,7.26
12107,2015-09-30,India,8.76
12108,2015-09-30,Iceland,5.18
12109,2015-09-30,Italy,-2.42
12110,2015-09-30,Japan,2.72
12111,2015-09-30,Korea,3.25
12112,2015-09-30,Lithuania,4.4
12113,2015-09-30,Luxembourg,4.92
12114,2015-09-30,Latvia,-7.93
12115,2015-09-30,Morocco,-2.38
12116,2015-09-30,"Macedonia, FYR",-3.27
12117,2015-09-30,Malta,7.27
12118,2015-09-30,Mexico,5.5
12119,2015-09-30,Malaysia,3.81
12120,2015-09-30,Netherlands,3.51
12121,2015-09-30,Norway,4.0
12122,2015-09-30,New Zealand,14.73
12123,2015-09-30,Peru,3.99
12124,2015-09-30,Philippines,9.35
12125,2015-09-30,Poland,2.82
12126,2015-09-30,Portugal,2.65
12127,2015-09-30,Romania,4.81
12128,2015-09-30,Serbia,1.85
12129,2015-09-30,Russia,-13.39
12130,2015-09-30,Sweden,13.72
12131,2015-09-30,Singapore,-3.64
12132,2015-09-30,Slovenia,1.49
12133,2015-09-30,Slovak Republic,6.12
12134,2015-09-30,Thailand,1.67
12135,2015-09-30,Turkey,10.21
12136,2015-09-30,United States,5.57
12137,2015-09-30,Euro area,1.5
12138,2015-09-30,South Africa,2.22
12139,2015-12-31,Emerging market economies,-0.78
12140,2015-12-31,Advanced economies,3.96
12141,2015-12-31,United Arab Emirates,-14.12
12142,2015-12-31,Austria,6.77
12143,2015-12-31,Australia,6.85
12144,2015-12-31,Belgium,0.08
12145,2015-12-31,Bulgaria,4.46
12146,2015-12-31,Brazil,-10.81
12147,2015-12-31,Canada,5.68
12148,2015-12-31,Switzerland,3.36
12149,2015-12-31,Chile,2.73
12150,2015-12-31,China,-1.73
12151,2015-12-31,Colombia,5.31
12152,2015-12-31,Cyprus,-0.08
12153,2015-12-31,Czech Republic,4.42
12154,2015-12-31,Germany,4.07
12155,2015-12-31,Denmark,6.72
12156,2015-12-31,Estonia,5.66
12157,2015-12-31,Spain,4.59
12158,2015-12-31,Finland,0.65
12159,2015-12-31,France,-0.29
12160,2015-12-31,United Kingdom,6.36
12161,2015-12-31,Greece,-4.53
12162,2015-12-31,Hong Kong SAR,4.61
12163,2015-12-31,Croatia,-1.35
12164,2015-12-31,Hungary,14.13
12165,2015-12-31,Indonesia,-0.19
12166,2015-12-31,Ireland,7.28
12167,2015-12-31,Israel,8.56
12168,2015-12-31,India,4.19
12169,2015-12-31,Iceland,6.97
12170,2015-12-31,Italy,-1.93
12171,2015-12-31,Japan,1.75
12172,2015-12-31,Korea,3.39
12173,2015-12-31,Lithuania,3.68
12174,2015-12-31,Luxembourg,2.87
12175,2015-12-31,Latvia,6.48
12176,2015-12-31,Morocco,-0.04
12177,2015-12-31,"Macedonia, FYR",1.39
12178,2015-12-31,Malta,6.99
12179,2015-12-31,Mexico,4.37
12180,2015-12-31,Malaysia,3.78
12181,2015-12-31,Netherlands,4.17
12182,2015-12-31,Norway,1.98
12183,2015-12-31,New Zealand,11.39
12184,2015-12-31,Peru,4.81
12185,2015-12-31,Philippines,8.92
12186,2015-12-31,Poland,1.82
12187,2015-12-31,Portugal,4.43
12188,2015-12-31,Romania,4.07
12189,2015-12-31,Serbia,-0.4
12190,2015-12-31,Russia,-15.35
12191,2015-12-31,Sweden,14.08
12192,2015-12-31,Singapore,-2.97
12193,2015-12-31,Slovenia,0.62
12194,2015-12-31,Slovak Republic,5.34
12195,2015-12-31,Thailand,1.98
12196,2015-12-31,Turkey,9.67
12197,2015-12-31,United States,5.04
12198,2015-12-31,Euro area,2.0
12199,2015-12-31,South Africa,2.54
12200,2016-03-31,Emerging market economies,-1.04
12201,2016-03-31,Advanced economies,3.9
12202,2016-03-31,United Arab Emirates,-9.82
12203,2016-03-31,Austria,7.05
12204,2016-03-31,Australia,5.42
12205,2016-03-31,Belgium,1.43
12206,2016-03-31,Bulgaria,5.29
12207,2016-03-31,Brazil,-11.22
12208,2016-03-31,Canada,7.07
12209,2016-03-31,Switzerland,2.15
12210,2016-03-31,Chile,1.72
12211,2016-03-31,China,0.01
12212,2016-03-31,Colombia,5.94
12213,2016-03-31,Cyprus,0.53
12214,2016-03-31,Czech Republic,4.29
12215,2016-03-31,Germany,4.48
12216,2016-03-31,Denmark,5.0
12217,2016-03-31,Estonia,2.44
12218,2016-03-31,Spain,6.98
12219,2016-03-31,Finland,0.13
12220,2016-03-31,France,0.34
12221,2016-03-31,United Kingdom,7.52
12222,2016-03-31,Greece,-3.47
12223,2016-03-31,Hong Kong SAR,-7.61
12224,2016-03-31,Croatia,1.45
12225,2016-03-31,Hungary,16.5
12226,2016-03-31,Indonesia,-0.18
12227,2016-03-31,Ireland,7.51
12228,2016-03-31,Israel,8.07
12229,2016-03-31,India,-1.86
12230,2016-03-31,Iceland,4.69
12231,2016-03-31,Italy,-0.92
12232,2016-03-31,Japan,1.59
12233,2016-03-31,Korea,3.24
12234,2016-03-31,Lithuania,2.37
12235,2016-03-31,Luxembourg,4.69
12236,2016-03-31,Latvia,7.59
12237,2016-03-31,Morocco,-6.28
12238,2016-03-31,"Macedonia, FYR",3.17
12239,2016-03-31,Malta,4.77
12240,2016-03-31,Mexico,5.24
12241,2016-03-31,Malaysia,3.67
12242,2016-03-31,Netherlands,4.52
12243,2016-03-31,Norway,1.37
12244,2016-03-31,New Zealand,11.27
12245,2016-03-31,Peru,5.38
12246,2016-03-31,Philippines,8.75
12247,2016-03-31,Poland,1.97
12248,2016-03-31,Portugal,6.36
12249,2016-03-31,Romania,5.37
12250,2016-03-31,Serbia,-2.96
12251,2016-03-31,Russia,-13.06
12252,2016-03-31,Sweden,11.75
12253,2016-03-31,Singapore,-2.55
12254,2016-03-31,Slovenia,1.54
12255,2016-03-31,Slovak Republic,5.54
12256,2016-03-31,Thailand,0.42
12257,2016-03-31,Turkey,7.22
12258,2016-03-31,United States,4.34
12259,2016-03-31,Euro area,2.7
12260,2016-03-31,South Africa,0.5
12261,2016-06-30,Emerging market economies,0.83
12262,2016-06-30,Advanced economies,4.22
12263,2016-06-30,United Arab Emirates,-5.41
12264,2016-06-30,Austria,8.91
12265,2016-06-30,Australia,3.01
12266,2016-06-30,Belgium,0.07
12267,2016-06-30,Bulgaria,8.56
12268,2016-06-30,Brazil,-10.65
12269,2016-06-30,Canada,10.72
12270,2016-06-30,Switzerland,1.12
12271,2016-06-30,Chile,-0.28
12272,2016-06-30,China,3.09
12273,2016-06-30,Colombia,3.52
12274,2016-06-30,Cyprus,0.59
12275,2016-06-30,Czech Republic,5.45
12276,2016-06-30,Germany,6.2
12277,2016-06-30,Denmark,3.91
12278,2016-06-30,Estonia,2.53
12279,2016-06-30,Spain,4.85
12280,2016-06-30,Finland,0.59
12281,2016-06-30,France,0.71
12282,2016-06-30,United Kingdom,7.66
12283,2016-06-30,Greece,-1.6
12284,2016-06-30,Hong Kong SAR,-10.38
12285,2016-06-30,Croatia,2.93
12286,2016-06-30,Hungary,13.53
12287,2016-06-30,Indonesia,-0.07
12288,2016-06-30,Ireland,5.33
12289,2016-06-30,Israel,8.25
12290,2016-06-30,India,1.58
12291,2016-06-30,Iceland,6.32
12292,2016-06-30,Italy,-0.51
12293,2016-06-30,Japan,3.31
12294,2016-06-30,Korea,2.15
12295,2016-06-30,Lithuania,2.64
12296,2016-06-30,Luxembourg,5.55
12297,2016-06-30,Latvia,10.24
12298,2016-06-30,Morocco,-2.15
12299,2016-06-30,"Macedonia, FYR",0.25
12300,2016-06-30,Malta,6.31
12301,2016-06-30,Mexico,5.35
12302,2016-06-30,Malaysia,5.1
12303,2016-06-30,Netherlands,5.31
12304,2016-06-30,Norway,1.98
12305,2016-06-30,New Zealand,13.67
12306,2016-06-30,Peru,-0.19
12307,2016-06-30,Philippines,8.34
12308,2016-06-30,Poland,1.46
12309,2016-06-30,Portugal,5.83
12310,2016-06-30,Romania,9.58
12311,2016-06-30,Serbia,3.75
12312,2016-06-30,Russia,-12.47
12313,2016-06-30,Sweden,7.84
12314,2016-06-30,Singapore,-2.01
12315,2016-06-30,Slovenia,0.72
12316,2016-06-30,Slovak Republic,6.65
12317,2016-06-30,Thailand,4.38
12318,2016-06-30,Turkey,7.15
12319,2016-06-30,United States,4.22
12320,2016-06-30,Euro area,3.14
12321,2016-06-30,South Africa,0.32
12322,2016-09-30,Emerging market economies,2.12
12323,2016-09-30,Advanced economies,3.99
12324,2016-09-30,United Arab Emirates,-3.2
12325,2016-09-30,Austria,6.4
12326,2016-09-30,Australia,2.2
12327,2016-09-30,Belgium,0.41
12328,2016-09-30,Bulgaria,9.18
12329,2016-09-30,Brazil,-10.37
12330,2016-09-30,Canada,13.39
12331,2016-09-30,Switzerland,1.55
12332,2016-09-30,Chile,-3.53
12333,2016-09-30,China,6.23
12334,2016-09-30,Colombia,3.11
12335,2016-09-30,Cyprus,-0.9
12336,2016-09-30,Czech Republic,6.49
12337,2016-09-30,Germany,5.87
12338,2016-09-30,Denmark,5.16
12339,2016-09-30,Estonia,6.92
12340,2016-09-30,Spain,4.21
12341,2016-09-30,Finland,0.17
12342,2016-09-30,France,1.1
12343,2016-09-30,United Kingdom,5.98
12344,2016-09-30,Greece,-0.79
12345,2016-09-30,Hong Kong SAR,-8.26
12346,2016-09-30,Croatia,2.79
12347,2016-09-30,Hungary,11.67
12348,2016-09-30,Indonesia,-0.27
12349,2016-09-30,Ireland,7.95
12350,2016-09-30,Israel,8.79
12351,2016-09-30,India,2.37
12352,2016-09-30,Iceland,11.4
12353,2016-09-30,Italy,-0.98
12354,2016-09-30,Japan,2.28
12355,2016-09-30,Korea,1.31
12356,2016-09-30,Lithuania,4.56
12357,2016-09-30,Luxembourg,5.51
12358,2016-09-30,Latvia,9.36
12359,2016-09-30,Morocco,1.35
12360,2016-09-30,"Macedonia, FYR",0.0
12361,2016-09-30,Malta,3.89
12362,2016-09-30,Mexico,5.8
12363,2016-09-30,Malaysia,5.4
12364,2016-09-30,Netherlands,4.02
12365,2016-09-30,Norway,3.77
12366,2016-09-30,New Zealand,12.13
12367,2016-09-30,Peru,1.15
12368,2016-09-30,Philippines,7.83
12369,2016-09-30,Poland,2.92
12370,2016-09-30,Portugal,6.91
12371,2016-09-30,Romania,7.61
12372,2016-09-30,Serbia,17.97
12373,2016-09-30,Russia,-11.32
12374,2016-09-30,Sweden,6.02
12375,2016-09-30,Singapore,-2.72
12376,2016-09-30,Slovenia,4.81
12377,2016-09-30,Slovak Republic,8.33
12378,2016-09-30,Thailand,1.13
12379,2016-09-30,Turkey,5.68
12380,2016-09-30,United States,4.08
12381,2016-09-30,Euro area,3.05
12382,2016-09-30,South Africa,-1.65
12383,2016-12-31,Emerging market economies,3.47
12384,2016-12-31,Advanced economies,3.66
12385,2016-12-31,United Arab Emirates,-2.27
12386,2016-12-31,Austria,3.2
12387,2016-12-31,Australia,6.09
12388,2016-12-31,Belgium,0.73
12389,2016-12-31,Bulgaria,8.45
12390,2016-12-31,Brazil,-8.94
12391,2016-12-31,Canada,13.41
12392,2016-12-31,Switzerland,1.51
12393,2016-12-31,Chile,-0.61
12394,2016-12-31,China,8.57
12395,2016-12-31,Colombia,4.84
12396,2016-12-31,Cyprus,0.03
12397,2016-12-31,Czech Republic,9.31
12398,2016-12-31,Germany,5.37
12399,2016-12-31,Denmark,3.74
12400,2016-12-31,Estonia,6.33
12401,2016-12-31,Spain,3.4
12402,2016-12-31,Finland,0.09
12403,2016-12-31,France,1.49
12404,2016-12-31,United Kingdom,4.08
12405,2016-12-31,Greece,-0.54
12406,2016-12-31,Hong Kong SAR,3.04
12407,2016-12-31,Croatia,0.99
12408,2016-12-31,Hungary,10.45
12409,2016-12-31,Indonesia,-0.89
12410,2016-12-31,Ireland,9.07
12411,2016-12-31,Israel,7.09
12412,2016-12-31,India,4.43
12413,2016-12-31,Iceland,12.52
12414,2016-12-31,Italy,-0.46
12415,2016-12-31,Japan,2.19
12416,2016-12-31,Korea,0.03
12417,2016-12-31,Lithuania,8.17
12418,2016-12-31,Luxembourg,7.0
12419,2016-12-31,Latvia,6.2
12420,2016-12-31,Morocco,2.98
12421,2016-12-31,"Macedonia, FYR",-0.63
12422,2016-12-31,Malta,4.77
12423,2016-12-31,Mexico,4.04
12424,2016-12-31,Malaysia,5.2
12425,2016-12-31,Netherlands,5.87
12426,2016-12-31,Norway,6.3
12427,2016-12-31,New Zealand,12.35
12428,2016-12-31,Peru,3.08
12429,2016-12-31,Philippines,7.3
12430,2016-12-31,Poland,3.7
12431,2016-12-31,Portugal,6.76
12432,2016-12-31,Romania,7.92
12433,2016-12-31,Serbia,21.63
12434,2016-12-31,Russia,-9.3
12435,2016-12-31,Sweden,5.01
12436,2016-12-31,Singapore,-3.13
12437,2016-12-31,Slovenia,6.28
12438,2016-12-31,Slovak Republic,8.43
12439,2016-12-31,Thailand,-1.07
12440,2016-12-31,Turkey,4.36
12441,2016-12-31,United States,3.42
12442,2016-12-31,Euro area,2.92
12443,2016-12-31,South Africa,-4.4
12444,2017-03-31,Emerging market economies,3.83
12445,2017-03-31,Advanced economies,3.27
12446,2017-03-31,United Arab Emirates,-2.8
12447,2017-03-31,Austria,0.26
12448,2017-03-31,Australia,7.91
12449,2017-03-31,Belgium,2.74
12450,2017-03-31,Bulgaria,7.2
12451,2017-03-31,Brazil,-7.0
12452,2017-03-31,Canada,14.96
12453,2017-03-31,Switzerland,1.24
12455,2017-03-31,China,9.19
12456,2017-03-31,Colombia,2.85
12457,2017-03-31,Cyprus,-1.2
12458,2017-03-31,Czech Republic,10.14
12459,2017-03-31,Germany,3.65
12461,2017-03-31,Estonia,4.59
12462,2017-03-31,Spain,2.5
12463,2017-03-31,Finland,0.73
12464,2017-03-31,France,1.64
12465,2017-03-31,United Kingdom,2.22
12466,2017-03-31,Greece,-3.04
12467,2017-03-31,Hong Kong SAR,14.06
12468,2017-03-31,Croatia,-1.42
12469,2017-03-31,Hungary,7.43
12470,2017-03-31,Indonesia,-0.98
12471,2017-03-31,Ireland,9.17
12472,2017-03-31,Israel,4.7
12473,2017-03-31,India,6.65
12474,2017-03-31,Iceland,15.72
12475,2017-03-31,Italy,-1.51
12476,2017-03-31,Japan,3.72
12477,2017-03-31,Korea,-0.79
12478,2017-03-31,Lithuania,7.24
12479,2017-03-31,Luxembourg,5.15
12480,2017-03-31,Latvia,5.91
12481,2017-03-31,Morocco,5.78
12482,2017-03-31,"Macedonia, FYR",-7.36
12483,2017-03-31,Malta,3.32
12484,2017-03-31,Mexico,0.17
12485,2017-03-31,Malaysia,2.31
12486,2017-03-31,Netherlands,4.55
12487,2017-03-31,Norway,7.35
12488,2017-03-31,New Zealand,8.65
12489,2017-03-31,Peru,-7.53
12490,2017-03-31,Philippines,7.33
12491,2017-03-31,Poland,1.27
12492,2017-03-31,Portugal,6.42
12493,2017-03-31,Romania,4.98
12494,2017-03-31,Serbia,13.25
12495,2017-03-31,Russia,-8.41
12496,2017-03-31,Sweden,5.1
12497,2017-03-31,Singapore,-3.38
12498,2017-03-31,Slovenia,4.01
12499,2017-03-31,Slovak Republic,2.79
12500,2017-03-31,Thailand,-1.85
12501,2017-03-31,Turkey,2.83
12502,2017-03-31,United States,2.98
12503,2017-03-31,Euro area,1.97
12504,2017-03-31,South Africa,-3.81
12505,2017-06-30,Emerging market economies,3.69
12506,2017-06-30,Advanced economies,3.89
12507,2017-06-30,United Arab Emirates,-2.68
12508,2017-06-30,Austria,1.65
12509,2017-06-30,Australia,8.06
12510,2017-06-30,Belgium,1.52
12511,2017-06-30,Bulgaria,6.18
12512,2017-06-30,Brazil,-5.76
12513,2017-06-30,Canada,16.18
12514,2017-06-30,Switzerland,1.46
12516,2017-06-30,China,8.26
12517,2017-06-30,Colombia,1.83
12519,2017-06-30,Czech Republic,10.77
12520,2017-06-30,Germany,3.51
12522,2017-06-30,Estonia,1.64
12523,2017-06-30,Spain,3.52
12524,2017-06-30,Finland,0.71
12525,2017-06-30,France,2.64
12526,2017-06-30,United Kingdom,1.9
12527,2017-06-30,Greece,-2.46
12528,2017-06-30,Hong Kong SAR,18.87
12529,2017-06-30,Croatia,3.15
12530,2017-06-30,Hungary,7.78
12531,2017-06-30,Indonesia,-1.07
12532,2017-06-30,Ireland,11.12
12533,2017-06-30,Israel,4.15
12534,2017-06-30,India,6.36
12535,2017-06-30,Iceland,21.05
12536,2017-06-30,Italy,-1.58
12538,2017-06-30,Korea,-0.66
12539,2017-06-30,Lithuania,6.48
12540,2017-06-30,Luxembourg,4.44
12541,2017-06-30,Latvia,6.28
12543,2017-06-30,"Macedonia, FYR",-5.08
12544,2017-06-30,Malta,4.14
